Taxonomic Code,ID,Date,Year,Site_long,Shelter,Module #,Side,Location,Settlement_Area,TimeStep,size_class,Cover Code,Max Diameter (mm),Max Orthogonal (mm),Height (mm),Status Code,found,Sector,Lateral,Vertical,Sector_Area,Lateral_Area,Vertical_Area,simple_area_mm_squared,simple_area_cm_squared,area_mm_squared,area_cm_squared,Volume_mm_cubed,Volume_cm_cubed,surface_area_mm,surface_area_cm,larval_output,Column,Row,MD,Skipped,Shrank_stasis,InRange,AboveRange,RLE,MinIn,MinAbove,MinInTime,MinShrink_stasis,MinSkipped
PC,W596,5/24/18,18,Waikiki,High,113,S,D3,0.599628454,5,4,4,18,14.18681124,4.798446259,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,D,3,18,FALSE,TRUE,TRUE,FALSE,1,1,6,1,5,Inf
PC,W597,5/18/17,17,Waikiki,High,113,S,D4,0.599628454,1,4,NA,16,12.63447267,4.215325867,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,D,4,16,FALSE,FALSE,TRUE,FALSE,1,1,2,1,6,Inf
PC,W597,8/12/17,17,Waikiki,High,113,S,D4,0.599628454,2,5,NA,24,18,2,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,452.3893421,4.523893421,339.2920066,3.392920066,2714.336053,2.714336053,1658.760921,1.658760921,-3671.397357,D,4,24,FALSE,FALSE,FALSE,TRUE,2,1,2,1,6,Inf
PC,W599,8/12/17,17,Waikiki,High,113,S,D4,0.599628454,2,4,NA,18,12,3,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,169.6460033,1.696460033,2035.75204,2.03575204,1017.87602,1.01787602,-3707.023018,D,4,18,FALSE,FALSE,TRUE,FALSE,1,1,3,2,4,Inf
PC,W599,11/10/17,17,Waikiki,High,113,S,D4,0.599628454,3,5,2,21,14,4,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,346.3605901,3.463605901,230.90706,2.3090706,3694.512961,3.694512961,1451.415806,1.451415806,-3619.93807,D,4,21,FALSE,FALSE,FALSE,TRUE,2,1,3,2,4,Inf
PC,W6,5/13/17,17,Waikiki,High,115,S,A4,0.599628454,1,2,NA,6,4.872779831,1.299723905,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,22.96243398,0.22962434,119.3792974,0.119379297,140.8481728,0.140848173,-3807.632587,A,4,6,FALSE,FALSE,TRUE,FALSE,1,1,4,1,6,4
PC,W6,8/11/17,17,Waikiki,High,115,S,A4,0.599628454,2,3,NA,15,11.85830339,3.923765671,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,176.7145868,1.767145868,139.7023455,1.397023455,2192.63707,2.19263707,928.6155843,0.928615584,-3698.786554,A,4,15,FALSE,FALSE,TRUE,FALSE,1,1,4,1,6,4
PC,W6,3/4/18,18,Waikiki,High,115,S,A4,0.599628454,4,5,1,32,17,8,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,804.2477193,8.042477193,427.2566009,4.272566009,13672.21123,13.67221123,3317.521842,3.317521842,-3096.108911,A,4,32,TRUE,FALSE,FALSE,TRUE,2,1,4,1,6,4
PR,W601,5/18/17,17,Waikiki,High,113,S,B2_3,0.599628454,1,2,NA,8,6.417298495,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,50.26548246,0.502654825,40.32107562,0.403210756,161.2843025,0.161284302,211.5497849,0.211549785,-3805.432574,B,2_3,8,FALSE,FALSE,TRUE,FALSE,1,1,3,1,5,Inf
PR,W601,8/12/17,17,Waikiki,High,113,S,B2_3,0.599628454,2,4,NA,20,13,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,204.2035225,2.042035225,816.8140899,0.81681409,942.4777961,0.942477796,-3771.01726,B,2_3,20,FALSE,FALSE,TRUE,FALSE,1,1,3,1,5,Inf
PR,W601,11/10/17,17,Waikiki,High,113,S,B2_3,0.599628454,3,5,1,30,22,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,706.8583471,7.068583471,518.3627878,5.183627878,2073.451151,2.073451151,2261.946711,2.261946711,-3705.043815,B,2_3,30,FALSE,FALSE,FALSE,TRUE,2,1,3,1,5,Inf
PC,W602,5/18/17,17,Waikiki,High,113,S,A4,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,A,4,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,1,Inf,Inf
PC,W602,8/12/17,17,Waikiki,High,113,S,A4,0.599628454,2,NA,NA,NA,NA,NA,NF,FALSE,BO,O,B,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,1,Inf,Inf
PC,W604,5/18/17,17,Waikiki,High,113,S,A4,0.599628454,1,4,NA,18,14.18681124,4.798446259,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,A,4,18,FALSE,FALSE,TRUE,FALSE,1,1,2,1,8,Inf
PC,W604,8/12/17,17,Waikiki,High,113,S,A4,0.599628454,2,5,NA,23,18,4,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,415.4756284,4.154756284,325.1548396,3.251548396,5202.477434,5.202477434,1878.672407,1.878672407,-3540.769935,A,4,23,FALSE,FALSE,FALSE,TRUE,2,1,2,1,8,Inf
PR,W605,8/12/17,17,Waikiki,High,113,S,A3_4,0.599628454,2,3,NA,13,12,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,132.7322896,1.327322896,122.5221135,1.225221135,490.088454,0.490088454,571.769863,0.571769863,-3788.170356,A,3_4,13,FALSE,FALSE,TRUE,FALSE,1,1,3,2,7,Inf
PR,W605,11/10/17,17,Waikiki,High,113,S,A3_4,0.599628454,3,5,1,22,20,1,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,380.1327111,3.801327111,345.5751919,3.455751919,1382.300768,1.382300768,1520.530844,1.520530844,-3741.32921,A,3_4,22,FALSE,FALSE,FALSE,TRUE,2,1,3,2,7,Inf
PR,W606,5/18/17,17,Waikiki,High,113,S,B3,0.599628454,1,2,NA,6,4.885629301,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,28.27433388,0.282743339,23.02298568,0.230229857,92.09194273,0.092091943,129.7910546,0.129791055,-3809.065173,B,3,6,FALSE,FALSE,TRUE,FALSE,1,1,4,1,7,Inf
PR,W606,8/12/17,17,Waikiki,High,113,S,B3,0.599628454,2,3,NA,12,10,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,94.24777961,0.942477796,376.9911184,0.376991118,452.3893421,0.452389342,-3794.107966,B,3,12,FALSE,FALSE,TRUE,FALSE,1,1,4,1,7,Inf
PR,W606,11/10/17,17,Waikiki,High,113,S,B3,0.599628454,3,4,1,17,13.30980987,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,226.9800692,2.269800692,177.7095038,1.777095038,710.8380153,0.710838015,817.6521656,0.817652166,-3776.581004,B,3,17,FALSE,FALSE,TRUE,FALSE,1,1,4,1,7,Inf
PR,W606,3/10/18,18,Waikiki,High,113,S,B3,0.599628454,4,5,1,22,14,1,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,380.1327111,3.801327111,241.9026343,2.419026343,967.6105373,0.967610537,1105.840614,1.105840614,-3763.100447,B,3,22,FALSE,FALSE,FALSE,TRUE,2,1,4,1,7,Inf
PC,W607,5/18/17,17,Waikiki,High,113,S,A2,0.599628454,1,4,NA,20,15.73914981,5.381566652,B,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,247.2299871,2.472299871,5321.938615,5.321938615,1665.187559,1.665187559,-3534.498223,A,2,20,FALSE,FALSE,TRUE,FALSE,1,1,2,1,Inf,Inf
PC,W607,8/12/17,17,Waikiki,High,113,S,A2,0.599628454,2,5,NA,30,24,4,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,706.8583471,7.068583471,565.4866776,5.654866776,9047.786842,9.047786842,3015.928947,3.015928947,-3338.891191,A,2,30,FALSE,FALSE,FALSE,TRUE,2,1,2,1,Inf,Inf
PC,W608,5/18/17,17,Waikiki,High,113,S,B2,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,B,2,12,FALSE,FALSE,TRUE,FALSE,1,1,2,1,4,Inf
PC,W608,8/12/17,17,Waikiki,High,113,S,B2,0.599628454,2,5,NA,26,22,2,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,530.9291585,5.309291585,449.2477495,4.492477495,3593.981996,3.593981996,2123.716634,2.123716634,-3625.215945,B,2,26,FALSE,FALSE,FALSE,TRUE,2,1,2,1,4,Inf
PC,W609,5/18/17,17,Waikiki,High,113,S,A1_2,0.599628454,1,4,NA,16,12.63447267,4.215325867,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,A,1_2,16,FALSE,FALSE,TRUE,FALSE,1,1,2,1,4,Inf
PC,W609,8/12/17,17,Waikiki,High,113,S,A1_2,0.599628454,2,5,NA,28,18,4,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,615.7521601,6.157521601,395.8406744,3.958406744,6333.45079,6.33345079,2287.079452,2.287079452,-3481.393834,A,1_2,28,FALSE,FALSE,FALSE,TRUE,2,1,2,1,4,Inf
PC,W610,5/18/17,17,Waikiki,High,113,S,A1,0.599628454,1,4,NA,20,15.73914981,5.381566652,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,247.2299871,2.472299871,5321.938615,5.321938615,1665.187559,1.665187559,-3534.498223,A,1,20,FALSE,FALSE,TRUE,FALSE,1,1,2,1,4,Inf
PC,W610,8/12/17,17,Waikiki,High,113,S,A1,0.599628454,2,5,NA,21,18,4,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,346.3605901,3.463605901,296.8805058,2.968805058,4750.088092,4.750088092,1715.309589,1.715309589,-3564.520375,A,1,21,FALSE,FALSE,FALSE,TRUE,2,1,2,1,4,Inf
PC,W611,5/18/17,17,Waikiki,High,113,S,A1,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,A,1,12,FALSE,FALSE,TRUE,FALSE,1,1,3,1,4,Inf
PC,W611,8/12/17,17,Waikiki,High,113,S,A1,0.599628454,2,4,NA,20,18,3,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,282.7433388,2.827433388,3392.920066,3.392920066,1507.964474,1.507964474,-3635.771697,A,1,20,FALSE,FALSE,TRUE,FALSE,1,1,3,1,4,Inf
PC,W611,11/10/17,17,Waikiki,High,113,S,A1,0.599628454,3,5,1,27,22,8,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,572.5552611,5.725552611,466.5265091,4.665265091,14928.84829,14.92884829,3223.274063,3.223274063,-3030.135465,A,1,27,FALSE,FALSE,FALSE,TRUE,2,1,3,1,4,Inf
PC,W612,5/18/17,17,Waikiki,High,113,S,A1,0.599628454,1,4,NA,20,15.73914981,5.381566652,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,247.2299871,2.472299871,5321.938615,5.321938615,1665.187559,1.665187559,-3534.498223,A,1,20,FALSE,FALSE,TRUE,FALSE,1,1,2,1,4,Inf
PC,W612,8/12/17,17,Waikiki,High,113,S,A1,0.599628454,2,5,NA,31,24,4,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,754.767635,7.54767635,584.3362336,5.843362336,9349.379737,9.349379737,3116.459912,3.116459912,-3323.057564,A,1,31,FALSE,FALSE,FALSE,TRUE,2,1,2,1,4,Inf
PC,W63,5/13/17,17,Waikiki,Low,114,N,A3,0.599628454,1,3,NA,14,11.0821341,3.632205474,W,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,153.93804,1.5393804,121.8544288,1.218544288,1770.401294,1.770401294,806.9231962,0.806923196,-3720.953932,A,3,14,FALSE,FALSE,TRUE,FALSE,1,1,3,1,4,Inf
PC,W63,8/11/17,17,Waikiki,Low,114,N,A3,0.599628454,2,4,NA,20,14,4,W,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,219.9114858,2.199114858,3518.583772,3.518583772,1382.300768,1.382300768,-3629.174352,A,3,20,FALSE,FALSE,TRUE,FALSE,1,1,3,1,4,Inf
PC,W63,11/12/17,17,Waikiki,Low,114,N,A3,0.599628454,3,5,2,35,28,7,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,962.1127502,9.621127502,769.6902001,7.696902001,21551.3256,21.5513256,4618.141201,4.618141201,-2682.455406,A,3,35,FALSE,FALSE,FALSE,TRUE,2,1,3,1,4,Inf
PC,W64,5/13/17,17,Waikiki,Low,114,S,D2,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,D,2,12,FALSE,FALSE,TRUE,FALSE,1,1,6,1,Inf,6
PC,W64,8/11/17,17,Waikiki,Low,114,S,D2,0.599628454,2,4,NA,17,13.41064196,4.506886063,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,226.9800692,2.269800692,179.0557906,1.790557906,3227.936188,3.227936188,1197.622367,1.197622367,-3644.43335,D,2,17,FALSE,FALSE,TRUE,FALSE,1,1,6,1,Inf,6
PC,W64,11/12/17,17,Waikiki,Low,114,S,D2,0.599628454,3,4,4,NA,NA,NA,ND,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,2,NA,FALSE,FALSE,FALSE,FALSE,2,1,6,1,Inf,6
PC,W64,3/11/18,18,Waikiki,Low,114,S,D2,0.599628454,4,4,1,18,14.18681124,4.798446259,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,D,2,18,FALSE,FALSE,TRUE,FALSE,3,1,6,1,Inf,6
PC,W64,9/6/18,18,Waikiki,Low,114,S,D2,0.599628454,6,5,2,26,20,2,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,530.9291585,5.309291585,408.407045,4.08407045,3267.25636,3.26725636,1960.353816,1.960353816,-3642.369041,D,2,26,TRUE,FALSE,FALSE,TRUE,4,1,6,1,Inf,6
PC,W665,8/11/17,17,Waikiki,Low,112,N,A1,0.599628454,2,4,NA,16,12.63447267,4.215325867,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,A,1,16,FALSE,FALSE,TRUE,FALSE,1,1,4,2,5,Inf
PC,W665,11/5/17,17,Waikiki,Low,112,N,A1,0.599628454,3,4,2,18,14.18681124,4.798446259,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,A,1,18,FALSE,FALSE,TRUE,FALSE,1,1,4,2,5,Inf
PC,W665,3/13/18,18,Waikiki,Low,112,N,A1,0.599628454,4,5,1,28,22,4,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,615.7521601,6.157521601,483.8052687,4.838052687,7740.884298,7.740884298,2638.937829,2.638937829,-3407.503574,A,1,28,FALSE,FALSE,FALSE,TRUE,2,1,4,2,5,Inf
PC,W666,8/11/17,17,Waikiki,Low,112,N,B1,0.599628454,2,3,NA,15,11.85830339,3.923765671,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,176.7145868,1.767145868,139.7023455,1.397023455,2192.63707,2.19263707,928.6155843,0.928615584,-3698.786554,B,1,15,FALSE,FALSE,TRUE,FALSE,1,1,3,2,5,Inf
PC,W666,11/5/17,17,Waikiki,Low,112,N,B1,0.599628454,3,5,3,24,16,5,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,452.3893421,4.523893421,301.5928947,3.015928947,6031.857895,6.031857895,1960.353816,1.960353816,-3497.227461,B,1,24,FALSE,FALSE,FALSE,TRUE,2,1,3,2,5,Inf
PC,W667,8/11/17,17,Waikiki,Low,112,N,B1,0.599628454,2,2,NA,7,5.648949115,1.591284101,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,B,1,7,FALSE,FALSE,TRUE,FALSE,1,1,Inf,2,5,4
PC,W667,3/13/18,18,Waikiki,Low,112,N,B1,0.599628454,4,2,1,10,7.977456968,2.465964689,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,B,1,10,TRUE,FALSE,TRUE,FALSE,1,1,Inf,2,5,4
PC,W667,5/31/18,18,Waikiki,Low,112,N,B1,0.599628454,5,2,4,10,7.977456968,2.465964689,D,FALSE,TI,I,T,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,B,1,10,FALSE,TRUE,TRUE,FALSE,1,1,Inf,2,5,4
PC,W668,5/20/17,17,Waikiki,Low,112,N,B1,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,B,1,12,FALSE,FALSE,TRUE,FALSE,1,1,3,1,5,Inf
PC,W668,8/11/17,17,Waikiki,Low,112,N,B1,0.599628454,2,4,NA,20,20,3,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,314.1592654,3.141592654,314.1592654,3.141592654,3769.911184,3.769911184,1633.62818,1.63362818,-3615.979663,B,1,20,FALSE,FALSE,TRUE,FALSE,1,1,3,1,5,Inf
PC,W668,11/5/17,17,Waikiki,Low,112,N,B1,0.599628454,3,5,1,29,26,18,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,660.5198554,6.605198554,592.1902152,5.921902152,42637.69549,42.63769549,5648.583591,5.648583591,-1575.420987,B,1,29,FALSE,FALSE,FALSE,TRUE,2,1,3,1,5,Inf
PC,W669,8/11/17,17,Waikiki,Low,112,N,D1,0.599628454,2,3,NA,12,9.529795536,3.049085082,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,D,1,12,FALSE,FALSE,TRUE,FALSE,1,1,7,2,5,4
PC,W669,3/13/18,18,Waikiki,Low,112,N,D1,0.599628454,4,4,2,18,14.18681124,4.798446259,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,D,1,18,TRUE,FALSE,TRUE,FALSE,1,1,7,2,5,4
PC,W669,5/31/18,18,Waikiki,Low,112,N,D1,0.599628454,5,4,3,18,14.18681124,4.798446259,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,D,1,18,FALSE,TRUE,TRUE,FALSE,1,1,7,2,5,4
PC,W673,5/20/17,17,Waikiki,Low,112,N,D2,0.599628454,1,4,NA,18,14.18681124,4.798446259,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,D,2,18,FALSE,FALSE,TRUE,FALSE,1,1,2,1,3,Inf
PC,W673,8/11/17,17,Waikiki,Low,112,N,D2,0.599628454,2,5,NA,35,24,4,NA,TRUE,TO,O,T,0.149907112,0.299814224,0.299814224,962.1127502,9.621127502,659.7344573,6.597344573,10555.75132,10.55575132,3518.583772,3.518583772,-3259.723056,D,2,35,FALSE,FALSE,FALSE,TRUE,2,1,2,1,3,Inf
PC,W674,8/11/17,17,Waikiki,Low,112,N,C2,0.599628454,2,4,NA,19,14.96298052,5.090006456,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,283.528737,2.83528737,223.286051,2.23286051,4546.109765,4.546109765,1500.791826,1.500791826,-3575.229237,C,2,19,FALSE,FALSE,TRUE,FALSE,1,1,4,2,6,4
PC,W674,3/13/18,18,Waikiki,Low,112,N,C2,0.599628454,4,5,2,30,30,6,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,706.8583471,7.068583471,706.8583471,7.068583471,16964.60033,16.96460033,3958.406744,3.958406744,-2923.258483,C,2,30,TRUE,FALSE,FALSE,TRUE,2,1,4,2,6,4
PC,W676,8/11/17,17,Waikiki,Low,112,N,B_C4,0.599628454,2,2,NA,7,5.648949115,1.591284101,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,38.48451001,0.3848451,31.05671982,0.310567198,197.6802579,0.197680258,194.2152095,0.194215209,-3803.521786,B_C,4,7,FALSE,FALSE,TRUE,FALSE,1,1,3,2,Inf,Inf
PC,W676,11/5/17,17,Waikiki,Low,112,N,B_C4,0.599628454,3,5,2,22,18,8,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,380.1327111,3.801327111,311.0176727,3.110176727,9952.565527,9.952565527,2349.911305,2.349911305,-3291.39031,B_C,4,22,FALSE,FALSE,FALSE,TRUE,2,1,3,2,Inf,Inf
PC,W677,8/11/17,17,Waikiki,Low,112,N,B4,0.599628454,2,1,NA,5,4.096610547,1.008163708,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,19.63495408,0.196349541,16.087352,0.16087352,64.8747378,0.064874738,96.02180499,0.096021805,-3810.494076,B,4,5,FALSE,FALSE,TRUE,FALSE,1,1,4,2,Inf,Inf
PC,W677,11/5/17,17,Waikiki,Low,112,N,B4,0.599628454,3,4,1,16,12.63447267,4.215325867,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,201.0619298,2.010619298,158.7694661,1.587694661,2677.06015,2.67706015,1058.848641,1.058848641,-3673.354342,B,4,16,FALSE,FALSE,TRUE,FALSE,1,1,4,2,Inf,Inf
PC,W677,3/13/18,18,Waikiki,Low,112,N,B4,0.599628454,4,5,1,26,18,2,NA,TRUE,BI,I,B,0.149907112,0.299814224,0.299814224,530.9291585,5.309291585,367.5663405,3.675663405,2940.530724,2.940530724,1796.990998,1.796990998,-3659.522137,B,4,26,FALSE,FALSE,FALSE,TRUE,2,1,4,2,Inf,Inf
PC,W678,8/11/17,17,Waikiki,Low,112,N,A4,0.599628454,2,3,NA,11,8.753626252,2.757524886,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,95.03317777,0.950331778,75.62590179,0.756259018,834.1612248,0.834161225,493.0900455,0.493090045,-3770.106536,A,4,11,FALSE,FALSE,TRUE,FALSE,1,1,5,2,4,Inf
PC,W678,11/5/17,17,Waikiki,Low,112,N,A4,0.599628454,3,4,1,18,14.18681124,4.798446259,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,A,4,18,FALSE,FALSE,TRUE,FALSE,1,1,5,2,4,Inf
PC,W678,3/13/18,18,Waikiki,Low,112,N,A4,0.599628454,4,2,1,10,7.977456968,2.465964689,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,A,4,10,FALSE,TRUE,TRUE,FALSE,1,1,5,2,4,Inf
PC,W679,5/20/17,17,Waikiki,Low,112,N,A3,0.599628454,1,4,NA,18,14.18681124,4.798446259,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,254.4690049,2.544690049,200.5613189,2.005613189,3849.530841,3.849530841,1344.936762,1.344936762,-3611.799631,A,3,18,FALSE,FALSE,TRUE,FALSE,1,1,2,1,Inf,Inf
PC,W679,8/11/17,17,Waikiki,Low,112,N,A3,0.599628454,2,5,NA,33,22,5,NA,TRUE,BO,O,B,0.149907112,0.299814224,0.299814224,855.2985999,8.552985999,570.1990666,5.701990666,11403.98133,11.40398133,3317.521842,3.317521842,-3215.19098,A,3,33,FALSE,FALSE,FALSE,TRUE,2,1,2,1,Inf,Inf
PC,W681,5/20/17,17,Waikiki,Low,112,N,B1,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,B,1,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,1,Inf,Inf
PC,W681,8/11/17,17,Waikiki,Low,112,N,B1,0.599628454,2,NA,NA,NA,NA,NA,NF,FALSE,TI,I,T,0.149907112,0.299814224,0.299814224,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,1,NA,FALSE,FALSE,FALSE,FALSE,2,1,Inf,1,Inf,Inf
PC,W69,5/6/17,17,Waikiki,Low,116,N,B1,0.599628454,1,3,NA,12,9.529795536,3.049085082,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,B,1,12,FALSE,FALSE,TRUE,FALSE,1,1,2,1,Inf,Inf
PC,W69,8/9/17,17,Waikiki,Low,116,N,B1,0.599628454,2,5,NA,22,18,5,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,380.1327111,3.801327111,311.0176727,3.110176727,6220.353454,6.220353454,1935.221075,1.935221075,-3487.331444,B,1,22,FALSE,FALSE,FALSE,TRUE,2,1,2,1,Inf,Inf
PC,W697,8/11/17,17,Waikiki,Low,112,S,C1_2,0.599628454,2,3,NA,12,9.529795536,3.049085082,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,113.0973355,1.130973355,89.81620694,0.898162069,1095.429027,1.095429027,589.1604268,0.589160427,-3756.389976,C,1_2,12,FALSE,FALSE,TRUE,FALSE,1,1,Inf,2,3,Inf
PC,W697,11/5/17,17,Waikiki,Low,112,S,C1_2,0.599628454,3,2,4,10,7.977456968,2.465964689,NA,TRUE,TI,I,T,0.149907112,0.299814224,0.299814224,78.53981634,0.785398163,62.65480051,0.626548005,618.0181027,0.618018103,405.5603331,0.405560333,-3781.45405,C,1_2,10,FALSE,TRUE,TRUE,FALSE,1,1,Inf,2,3,Inf
